cpu	animais_01_360_640	1	640	0.9977	0.0524	-1.0000	0.5314	-1.0000	0.0008	0.0000	0.0002	1.6207
cpu	animais_01_360_640	1	640	0.9808	0.0532	-1.0000	0.5389	-1.0000	0.0008	0.0000	0.0002	1.6085
cpu	animais_01_360_640	1	640	1.0361	0.0596	-1.0000	0.5404	-1.0000	0.0009	0.0000	0.0002	1.6645
cpu	animais_01_360_640	1	640	0.9638	0.0516	-1.0000	0.5485	-1.0000	0.0010	0.0000	0.0002	1.6004
cpu	animais_01_360_640	1	640	0.9679	0.0545	-1.0000	0.5352	-1.0000	0.0008	0.0000	0.0002	1.5889
cpu	animais_01_360_640	1	640	0.9509	0.0503	-1.0000	0.5301	-1.0000	0.0008	0.0000	0.0002	1.5717
cpu	animais_01_360_640	1	640	0.9461	0.0502	-1.0000	0.5139	-1.0000	0.0012	0.0001	0.0002	1.5481
cpu	animais_01_360_640	1	640	1.0403	0.0530	-1.0000	0.5477	-1.0000	0.0037	0.0000	0.0002	1.6810
cpu	animais_01_360_640	1	640	0.9371	0.0515	-1.0000	0.5130	-1.0000	0.0083	0.0000	0.0002	1.5554
cpu	animais_01_360_640	1	640	0.9505	0.0497	-1.0000	0.5248	-1.0000	0.0082	0.0000	0.0002	1.5739
cpu	animais_01_360_640	1	640	0.9789	0.0510	-1.0000	0.5388	-1.0000	0.0009	0.0000	0.0002	1.6075
cpu	animais_01_360_640	1	640	1.0089	0.0571	-1.0000	0.5461	-1.0000	0.0011	0.0000	0.0002	1.6453
cpu	animais_01_360_640	1	640	0.9867	0.0505	-1.0000	0.5170	-1.0000	0.0011	0.0001	0.0004	1.5941
cpu	animais_01_360_640	1	640	1.0093	0.0587	-1.0000	0.5277	-1.0000	0.0010	0.0002	0.0004	1.6302
cpu	animais_01_360_640	1	640	0.9642	0.0532	-1.0000	0.5278	-1.0000	0.0009	0.0024	0.0002	1.5823
cpu	animais_01_360_640	1	640	0.9617	0.0525	-1.0000	0.5388	-1.0000	0.0008	0.0046	0.0002	1.5941
cpu	animais_01_360_640	1	640	0.9351	0.0495	-1.0000	0.5302	-1.0000	0.0008	0.0042	0.0002	1.5614
cpu	animais_01_360_640	1	640	0.9423	0.0513	-1.0000	0.5339	-1.0000	0.0009	0.0026	0.0002	1.5685
cpu	animais_01_360_640	1	640	0.9933	0.0539	-1.0000	0.5504	-1.0000	0.0008	0.0003	0.0002	1.6336
cpu	animais_01_360_640	1	640	0.9773	0.0529	-1.0000	0.5317	-1.0000	0.0008	0.0003	0.0002	1.5971
cpu	animais_01_360_640	1	640	0.9860	0.0551	-1.0000	0.5425	-1.0000	0.0009	0.0003	0.0002	1.6193
cpu	animais_01_360_640	1	640	0.9953	0.0525	-1.0000	0.5466	-1.0000	0.0008	0.0002	0.0002	1.6376
cpu	animais_01_360_640	1	640	0.9831	0.0518	-1.0000	0.5441	-1.0000	0.0009	0.0002	0.0003	1.6195
cpu	animais_01_360_640	1	640	1.0351	0.0589	-1.0000	0.5313	-1.0000	0.0008	0.0000	0.0007	1.6639
cpu	animais_01_360_640	1	640	1.0274	0.0585	-1.0000	0.5437	-1.0000	0.0009	0.0000	0.0002	1.6614
cpu	animais_01_360_640	1	640	0.9264	0.0492	-1.0000	0.5466	-1.0000	0.0008	0.0000	0.0002	1.5669
cpu	animais_01_360_640	1	640	0.8999	0.0477	-1.0000	0.5383	-1.0000	0.0008	0.0000	0.0002	1.5361
cpu	animais_01_360_640	1	640	0.9066	0.0486	-1.0000	0.5471	-1.0000	0.0009	0.0000	0.0002	1.5444
cpu	animais_01_360_640	1	640	0.9050	0.0498	-1.0000	0.5444	-1.0000	0.0009	0.0000	0.0002	1.5410
cpu	animais_01_360_640	1	640	0.9069	0.0495	-1.0000	0.5292	-1.0000	0.0009	0.0000	0.0002	1.5160
cpu	animais_01_360_640	1	640	0.9013	0.0490	-1.0000	0.5304	-1.0000	0.0010	0.0001	0.0002	1.5146
cpu	animais_01_360_640	1	640	0.9093	0.0492	-1.0000	0.5267	-1.0000	0.0009	0.0001	0.0002	1.5144
cpu	animais_01_360_640	1	640	0.8982	0.0497	-1.0000	0.5410	-1.0000	0.0010	0.0000	0.0002	1.5212
cpu	animais_01_360_640	1	640	0.9130	0.0498	-1.0000	0.5304	-1.0000	0.0009	0.0000	0.0002	1.5254
cpu	animais_01_360_640	1	640	0.9098	0.0458	-1.0000	0.5366	-1.0000	0.0020	0.0000	0.0002	1.5281
cpu	animais_01_360_640	1	640	0.9165	0.0487	-1.0000	0.5270	-1.0000	0.1501	0.0000	0.0002	1.6735
cpu	animais_01_360_640	1	640	0.9121	0.0474	-1.0000	0.5335	-1.0000	0.0023	0.0000	0.0002	1.5250
cpu	animais_01_360_640	1	640	0.9205	0.0476	-1.0000	0.5309	-1.0000	0.0024	0.0000	0.0002	1.5339
cpu	animais_01_360_640	1	640	0.9073	0.0484	-1.0000	0.5391	-1.0000	0.0041	0.0000	0.0002	1.5291
cpu	animais_01_360_640	1	640	0.9698	0.0529	-1.0000	0.5328	-1.0000	0.0183	0.0000	0.0002	1.6273
cpu	animais_01_360_640	1	640	0.9193	0.0500	-1.0000	0.5269	-1.0000	0.0254	0.0000	0.0002	1.5163
cpu	animais_01_360_640	1	640	0.9233	0.0477	-1.0000	0.5225	-1.0000	0.0112	0.0001	0.0001	1.4873
cpu	animais_01_360_640	1	640	0.9027	0.0474	-1.0000	0.5482	-1.0000	0.0193	0.0001	0.0002	1.5034
cpu	animais_01_360_640	1	640	0.9035	0.0479	-1.0000	0.5391	-1.0000	0.0124	0.0000	0.0001	1.4817
cpu	animais_01_360_640	1	640	0.9198	0.0498	-1.0000	0.5388	-1.0000	0.0121	0.0001	0.0001	1.4987
cpu	animais_01_360_640	1	640	0.9092	0.0468	-1.0000	0.5300	-1.0000	0.0112	0.0001	0.0001	1.4774
cpu	animais_01_360_640	1	640	0.8982	0.0472	-1.0000	0.5390	-1.0000	0.0115	0.0000	0.0001	1.4765
cpu	animais_01_360_640	1	640	0.9039	0.0473	-1.0000	0.5443	-1.0000	0.0126	0.0001	0.0005	2.6896
cpu	animais_01_360_640	1	640	0.9081	0.0490	-1.0000	0.5190	-1.0000	0.0115	0.0000	0.0006	2.6614
cpu	animais_01_360_640	1	640	0.8878	0.0481	-1.0000	0.5131	-1.0000	0.0105	0.0000	0.0012	2.6467
cpu	animais_01_360_640	1	640	0.8913	0.0475	-1.0000	0.5339	-1.0000	0.0121	0.0001	0.0016	2.6578
cpu	animais_01_360_640	1	640	0.9185	0.0511	-1.0000	0.5456	-1.0000	0.0116	0.0001	0.0004	1.8484
cpu	animais_01_360_640	1	640	0.8947	0.0491	-1.0000	0.5494	-1.0000	0.0119	0.0001	0.0011	1.8257
cpu	animais_01_360_640	1	640	0.8888	0.0480	-1.0000	0.5471	-1.0000	0.0121	0.0001	0.0007	1.8185
cpu	animais_01_360_640	1	640	0.9116	0.0499	-1.0000	0.5403	-1.0000	0.0117	0.0000	0.0003	1.4739
cpu	animais_01_360_640	1	640	0.8905	0.0471	-1.0000	0.5567	-1.0000	0.0119	0.0001	0.0001	1.4748
cpu	animais_01_360_640	1	640	0.8875	0.0467	-1.0000	0.5376	-1.0000	0.0111	0.0001	0.0000	1.4363
cpu	animais_01_360_640	1	640	0.9001	0.0476	-1.0000	0.5266	-1.0000	0.0114	0.0001	0.0000	1.4383
cpu	animais_01_360_640	1	640	0.8875	0.0477	-1.0000	0.5399	-1.0000	0.0009	0.0000	0.0001	1.4565
cpu	animais_01_360_640	1	640	0.9039	0.0485	-1.0000	0.5443	-1.0000	0.0011	0.0000	0.0001	1.4775
cpu	animais_01_360_640	1	640	0.8911	0.0462	-1.0000	0.5612	-1.0000	0.0010	0.0000	0.0000	1.4814
